RFI_ID,Project_ID,RFI_Number,RFI_Title,Discipline,Priority,RFI_Type,Submitted_Date,Required_Response_Date,First_Response_Date,Final_Response_Date,Closed_Date,RFI_Status,Submitted_By_Role,Responsible_Role,Revision_Count,Reopen_Count,Cost_Impact_Flag,Estimated_Cost_Impact,Actual_Cost_Impact,Schedule_Impact_Flag,Estimated_Schedule_Days,Actual_Schedule_Days,Field_Work_Affected,Drawing_Reference_Count,Response_Quality_Rating
RFI-02648,PRJ-072,RFI-0051,Plumbing Constructability - Area D5,Plumbing,Medium,Constructability,2023-03-28,2023-04-06,,,,In Review,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-02649,PRJ-072,RFI-0052,Specialty Systems Design Clarification - Area D6,Specialty Systems,High,Design Clarification,2023-10-02,2023-10-06,2023-10-12,2023-10-12,,Answered,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,6,5
RFI-02650,PRJ-072,RFI-0053,Fire Protection Constructability - Area E4,Fire Protection,Medium,Constructability,2024-11-09,2024-11-18,2024-12-02,2024-12-06,2024-12-07,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,5,3
RFI-02651,PRJ-072,RFI-0054,Electrical Coordination Conflict - Area C12,Electrical,Medium,Coordination Conflict,2024-11-29,2024-12-11,2024-12-27,2024-12-29,2025-01-01,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,0,3
RFI-02652,PRJ-072,RFI-0055,Fire Protection Field Condition - Area D2,Fire Protection,High,Field Condition,2024-09-10,2024-09-15,2024-10-01,2024-10-04,2024-10-04,Closed,Subcontractor,Engineer,1,0,No,0,0,Yes,4,4,Yes,0,3
RFI-02653,PRJ-072,RFI-0056,Civil Design Clarification - Area D4,Civil,Low,Design Clarification,2024-11-14,2024-11-29,2024-12-06,2024-12-10,2024-12-13,Closed,Subcontractor,Engineer,2,0,No,0,0,No,0,0,No,6,2
RFI-02654,PRJ-072,RFI-0057,Electrical Constructability - Area A3,Electrical,Low,Constructability,2023-10-15,2023-10-31,2023-11-11,2023-11-11,2023-11-15,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,4
RFI-02655,PRJ-072,RFI-0058,Specialty Systems Field Condition - Area B12,Specialty Systems,Medium,Field Condition,2024-08-31,2024-09-11,2024-09-19,2024-09-21,,Answered,General Contractor,Design Manager,1,0,No,0,0,Yes,37,32,No,2,4
RFI-02656,PRJ-072,RFI-0059,Mechanical Design Clarification - Area B11,Mechanical,Medium,Design Clarification,2024-04-25,2024-05-06,2024-05-22,2024-05-23,2024-05-25,Closed,Subcontractor,Engineer,1,0,Yes,17000,19000,No,0,0,No,1,2
RFI-02657,PRJ-072,RFI-0060,General Design Clarification - Area C4,General,Low,Design Clarification,2025-04-05,2025-04-18,2025-04-22,2025-04-23,2025-04-26,Closed,General Contractor,Construction Manager,1,0,Yes,65000,90000,No,0,0,No,1,5
RFI-02658,PRJ-073,RFI-0001,Civil Missing Information - Area A4,Civil,Medium,Missing Information,2022-03-30,2022-04-08,2022-04-12,2022-04-12,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-02659,PRJ-073,RFI-0002,Architectural Design Clarification - Area D6,Architectural,Low,Design Clarification,2023-08-27,2023-09-09,,,,Awaiting Designer,General Contractor,Architect,1,0,Yes,22000,21000,No,0,0,No,3,3
RFI-02660,PRJ-073,RFI-0003,Civil Coordination Conflict - Area C11,Civil,High,Coordination Conflict,2023-02-24,2023-03-01,2023-03-08,2023-03-08,2023-03-12,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-02661,PRJ-073,RFI-0004,Plumbing Design Clarification - Area E4,Plumbing,Medium,Design Clarification,2023-05-17,2023-05-28,2023-06-02,2023-06-02,2023-06-03,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02662,PRJ-073,RFI-0005,Mechanical Substitution Request - Area D5,Mechanical,High,Substitution Request,2022-04-10,2022-04-16,2022-04-27,2022-04-27,,Answered,General Contractor,Engineer,0,0,No,0,0,Yes,2,2,Yes,1,4
RFI-02663,PRJ-073,RFI-0006,General Design Clarification - Area C12,General,Medium,Design Clarification,2023-07-02,2023-07-12,2023-07-10,2023-07-10,,Answered,Construction Manager,Construction Manager,0,1,No,0,0,Yes,1,1,Yes,5,5
RFI-02664,PRJ-073,RFI-0007,Structural Coordination Conflict - Area D3,Structural,High,Coordination Conflict,2022-03-22,2022-03-27,2022-04-02,2022-04-03,2022-04-04,Closed,Subcontractor,Engineer,1,0,Yes,80000,71000,No,0,0,No,4,3
RFI-02665,PRJ-073,RFI-0008,Structural Substitution Request - Area C2,Structural,Low,Substitution Request,2023-08-25,2023-09-07,2023-09-11,2023-09-11,2023-09-15,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-02666,PRJ-073,RFI-0009,Civil Field Condition - Area C4,Civil,High,Field Condition,2023-01-23,2023-01-27,2023-02-01,2023-02-01,2023-02-03,Closed,General Contractor,Engineer,0,0,Yes,112000,117000,Yes,7,6,Yes,6,4
RFI-02667,PRJ-073,RFI-0010,Architectural Coordination Conflict - Area A5,Architectural,Medium,Coordination Conflict,2023-02-26,2023-03-07,2023-03-03,2023-03-03,2023-03-06,Closed,Construction Manager,Architect,0,0,No,0,0,No,0,0,No,6,5
RFI-02668,PRJ-073,RFI-0011,Mechanical Substitution Request - Area D9,Mechanical,Medium,Substitution Request,2023-04-28,2023-05-07,2023-05-23,2023-05-24,2023-05-27,Closed,General Contractor,Engineer,1,0,No,0,0,Yes,1,1,Yes,1,3
RFI-02669,PRJ-073,RFI-0012,Civil Design Clarification - Area A5,Civil,High,Design Clarification,2022-04-03,2022-04-07,2022-04-16,2022-04-16,2022-04-16,Closed,General Contractor,Engineer,0,0,Yes,32000,23000,No,0,0,Yes,0,4
RFI-02670,PRJ-073,RFI-0013,Mechanical Design Clarification - Area A9,Mechanical,Medium,Design Clarification,2023-03-13,2023-03-22,2023-03-26,2023-03-26,2023-03-28,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-02671,PRJ-073,RFI-0014,Controls Code Compliance - Area E8,Controls,Medium,Code Compliance,2023-06-23,2023-07-03,2023-07-10,2023-07-10,2023-07-12,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-02672,PRJ-073,RFI-0015,Plumbing Field Condition - Area C9,Plumbing,Medium,Field Condition,2022-08-16,2022-08-25,2022-08-21,2022-08-21,2022-08-22,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-02673,PRJ-073,RFI-0016,Mechanical Coordination Conflict - Area E2,Mechanical,Medium,Coordination Conflict,2023-04-17,2023-04-26,2023-04-23,2023-04-23,2023-04-27,Closed,General Contractor,Engineer,0,0,Yes,127000,125000,No,0,0,Yes,1,5
RFI-02674,PRJ-073,RFI-0017,Plumbing Design Clarification - Area B11,Plumbing,Low,Design Clarification,2022-09-28,2022-10-11,2022-10-12,2022-10-12,2022-10-13,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-02675,PRJ-073,RFI-0018,Mechanical Missing Information - Area D11,Mechanical,Medium,Missing Information,2023-03-22,2023-04-03,2023-04-02,2023-04-02,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02676,PRJ-073,RFI-0019,Structural Code Compliance - Area A3,Structural,Medium,Code Compliance,2023-08-26,2023-09-07,2023-09-04,2023-09-04,,Answered,Subcontractor,Engineer,0,0,No,0,0,Yes,1,1,No,0,5
RFI-02677,PRJ-073,RFI-0020,Civil Field Condition - Area C2,Civil,High,Field Condition,2023-04-11,2023-04-15,2023-04-23,2023-04-23,,Answered,Subcontractor,Engineer,0,0,Yes,38000,42000,Yes,3,2,No,6,4
RFI-02678,PRJ-073,RFI-0021,Electrical Missing Information - Area E8,Electrical,Low,Missing Information,2023-04-09,2023-04-24,2023-04-26,2023-04-26,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-02679,PRJ-073,RFI-0022,Mechanical Design Clarification - Area C8,Mechanical,Medium,Design Clarification,2023-02-14,2023-02-26,2023-02-20,2023-02-20,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-02680,PRJ-073,RFI-0023,Controls Design Clarification - Area B1,Controls,Low,Design Clarification,2022-12-24,2023-01-07,2023-01-04,2023-01-04,2023-01-04,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02681,PRJ-073,RFI-0024,Architectural Missing Information - Area E7,Architectural,Medium,Missing Information,2022-05-24,2022-06-05,,,,In Review,Subcontractor,Architect,0,0,Yes,36000,34000,No,0,0,No,6,5
RFI-02682,PRJ-073,RFI-0025,Electrical Field Condition - Area E9,Electrical,Medium,Field Condition,2022-03-24,2022-04-05,2022-04-16,2022-04-16,2022-04-17,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,2,5
RFI-02683,PRJ-073,RFI-0026,Architectural Coordination Conflict - Area D11,Architectural,Medium,Coordination Conflict,2023-07-29,2023-08-10,2023-08-09,2023-08-15,,Answered,Subcontractor,Architect,2,0,Yes,131000,108000,No,0,0,Yes,1,3
RFI-02684,PRJ-073,RFI-0027,Electrical Coordination Conflict - Area E10,Electrical,High,Coordination Conflict,2022-12-18,2022-12-23,2023-01-06,2023-01-06,,Answered,Subcontractor,Owner Representative,0,0,Yes,33000,47000,No,0,0,No,4,4
RFI-02685,PRJ-073,RFI-0028,Mechanical Substitution Request - Area A8,Mechanical,Critical,Substitution Request,2022-09-21,2022-09-24,2022-10-02,2022-10-02,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
RFI-02686,PRJ-073,RFI-0029,Architectural Design Clarification - Area D3,Architectural,Low,Design Clarification,2023-01-26,2023-02-09,2023-02-01,2023-02-01,2023-02-03,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,0,5
RFI-02687,PRJ-073,RFI-0030,Specialty Systems Substitution Request - Area E1,Specialty Systems,Medium,Substitution Request,2023-05-09,2023-05-20,2023-06-07,2023-06-08,,Answered,Construction Manager,Design Manager,1,1,Yes,64000,52000,No,0,0,Yes,3,4
RFI-02688,PRJ-073,RFI-0031,Electrical Substitution Request - Area C4,Electrical,Medium,Substitution Request,2023-03-17,2023-03-27,2023-04-05,2023-04-05,2023-04-08,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-02689,PRJ-073,RFI-0032,Mechanical Missing Information - Area C9,Mechanical,Low,Missing Information,2022-09-18,2022-10-01,2022-09-30,2022-09-30,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-02690,PRJ-073,RFI-0033,Mechanical Coordination Conflict - Area B12,Mechanical,Medium,Coordination Conflict,2022-08-19,2022-08-28,2022-09-04,2022-09-04,2022-09-06,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02691,PRJ-073,RFI-0034,General Design Clarification - Area A12,General,Low,Design Clarification,2023-05-27,2023-06-12,2023-06-04,2023-06-04,2023-06-07,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,6,5
RFI-02692,PRJ-073,RFI-0035,Architectural Design Clarification - Area A10,Architectural,Medium,Design Clarification,2022-08-10,2022-08-20,2022-08-22,2022-08-22,2022-08-22,Closed,Construction Manager,Architect,0,0,No,0,0,Yes,2,2,No,1,5
RFI-02693,PRJ-073,RFI-0036,Architectural Design Clarification - Area C7,Architectural,Medium,Design Clarification,2023-03-02,2023-03-14,,,,Returned for Clarification,General Contractor,Architect,0,0,No,0,0,No,0,0,No,2,5
RFI-02694,PRJ-073,RFI-0037,Fire Protection Field Condition - Area C7,Fire Protection,High,Field Condition,2022-07-25,2022-07-29,2022-08-04,2022-08-04,2022-08-05,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02695,PRJ-073,RFI-0038,Architectural Coordination Conflict - Area E2,Architectural,Medium,Coordination Conflict,2023-06-19,2023-06-29,2023-06-29,2023-07-01,,Answered,General Contractor,Architect,1,0,No,0,0,No,0,0,No,6,5
RFI-02696,PRJ-073,RFI-0039,Controls Coordination Conflict - Area E2,Controls,Medium,Coordination Conflict,2023-08-09,2023-08-18,2023-08-26,2023-08-26,2023-08-26,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02697,PRJ-073,RFI-0040,Controls Coordination Conflict - Area E5,Controls,High,Coordination Conflict,2022-07-21,2022-07-27,2022-07-29,2022-07-29,2022-07-29,Closed,Construction Manager,Engineer,0,0,Yes,20000,17000,No,0,0,Yes,1,5
RFI-02698,PRJ-073,RFI-0041,Plumbing Missing Information - Area D8,Plumbing,Critical,Missing Information,2023-07-20,2023-07-24,2023-08-10,2023-08-11,2023-08-15,Closed,Construction Manager,Engineer,1,0,Yes,28000,36000,Yes,8,10,Yes,4,2
RFI-02699,PRJ-074,RFI-0001,Civil Constructability - Area D11,Civil,Low,Constructability,2022-06-13,2022-06-28,2022-06-21,2022-06-22,2022-06-22,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,4,5
RFI-02700,PRJ-074,RFI-0002,Structural Coordination Conflict - Area D1,Structural,Low,Coordination Conflict,2022-02-16,2022-03-04,2022-03-09,2022-03-09,2022-03-10,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-02701,PRJ-074,RFI-0003,Architectural Design Clarification - Area B6,Architectural,Medium,Design Clarification,2022-09-12,2022-09-23,2022-09-17,2022-09-17,2022-09-21,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,4,5
RFI-02702,PRJ-074,RFI-0004,Controls Design Clarification - Area D5,Controls,Low,Design Clarification,2022-01-18,2022-02-02,2022-01-31,2022-01-31,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-02703,PRJ-074,RFI-0005,Electrical Field Condition - Area E10,Electrical,Low,Field Condition,2022-03-14,2022-03-28,2022-03-17,2022-03-17,2022-03-17,Closed,General Contractor,Engineer,0,0,Yes,25000,26000,No,0,0,No,1,5
RFI-02704,PRJ-074,RFI-0006,Structural Coordination Conflict - Area B3,Structural,Low,Coordination Conflict,2022-05-29,2022-06-13,2022-06-08,2022-06-08,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02705,PRJ-074,RFI-0007,Architectural Missing Information - Area A4,Architectural,Medium,Missing Information,2023-06-29,2023-07-09,2023-07-03,2023-07-03,2023-07-03,Closed,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-02706,PRJ-074,RFI-0008,Specialty Systems Design Clarification - Area E4,Specialty Systems,Low,Design Clarification,2023-02-02,2023-02-18,2023-02-12,2023-02-12,2023-02-12,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,6,4
RFI-02707,PRJ-074,RFI-0009,Electrical Code Compliance - Area C5,Electrical,Medium,Code Compliance,2023-05-29,2023-06-10,2023-06-01,2023-06-01,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02708,PRJ-074,RFI-0010,Fire Protection Coordination Conflict - Area E9,Fire Protection,Critical,Coordination Conflict,2022-10-11,2022-10-15,2022-10-22,2022-10-22,,Answered,Subcontractor,Engineer,0,1,No,0,0,No,0,0,No,3,5
RFI-02709,PRJ-074,RFI-0011,Civil Code Compliance - Area E9,Civil,Medium,Code Compliance,2023-02-08,2023-02-19,2023-02-16,2023-02-16,2023-02-17,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-02710,PRJ-074,RFI-0012,General Constructability - Area C12,General,Medium,Constructability,2023-07-29,2023-08-09,2023-08-05,2023-08-05,2023-08-07,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-02711,PRJ-074,RFI-0013,General Coordination Conflict - Area B11,General,High,Coordination Conflict,2023-05-26,2023-05-30,2023-06-05,2023-06-05,2023-06-05,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,3,5
RFI-02712,PRJ-074,RFI-0014,Mechanical Design Clarification - Area E5,Mechanical,Low,Design Clarification,2023-01-24,2023-02-09,2023-02-01,2023-02-01,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02713,PRJ-074,RFI-0015,Architectural Missing Information - Area E4,Architectural,High,Missing Information,2022-12-19,2022-12-25,2022-12-23,2022-12-23,2022-12-23,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,3,5
RFI-02714,PRJ-074,RFI-0016,Specialty Systems Design Clarification - Area D11,Specialty Systems,Low,Design Clarification,2023-02-26,2023-03-14,2023-03-11,2023-03-11,2023-03-12,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-02715,PRJ-074,RFI-0017,Structural Coordination Conflict - Area E5,Structural,High,Coordination Conflict,2022-11-23,2022-11-30,2022-11-29,2022-11-29,2022-11-30,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02716,PRJ-074,RFI-0018,Electrical Missing Information - Area A7,Electrical,High,Missing Information,2023-08-20,2023-08-27,2023-09-05,2023-09-05,2023-09-09,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,3,3,No,4,5
RFI-02717,PRJ-074,RFI-0019,Specialty Systems Coordination Conflict - Area A1,Specialty Systems,Medium,Coordination Conflict,2022-07-02,2022-07-13,2022-07-09,2022-07-09,2022-07-12,Closed,General Contractor,Design Manager,0,0,No,0,0,Yes,11,14,Yes,2,5
RFI-02718,PRJ-074,RFI-0020,Architectural Field Condition - Area C6,Architectural,Medium,Field Condition,2022-06-08,2022-06-17,2022-06-13,2022-06-13,2022-06-13,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,5
RFI-02719,PRJ-074,RFI-0021,Mechanical Design Clarification - Area D10,Mechanical,Medium,Design Clarification,2022-04-28,2022-05-08,2022-05-06,2022-05-06,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-02720,PRJ-074,RFI-0022,Mechanical Substitution Request - Area A2,Mechanical,Medium,Substitution Request,2023-02-18,2023-02-28,2023-02-24,2023-02-24,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
RFI-02721,PRJ-074,RFI-0023,Electrical Missing Information - Area D8,Electrical,High,Missing Information,2023-03-31,2023-04-06,2023-04-09,2023-04-09,,Answered,General Contractor,Engineer,0,0,No,0,0,Yes,3,4,No,0,5
RFI-02722,PRJ-074,RFI-0024,Electrical Substitution Request - Area A12,Electrical,Critical,Substitution Request,2022-09-21,2022-09-26,2022-09-25,2022-09-25,2022-09-28,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-02723,PRJ-074,RFI-0025,Civil Coordination Conflict - Area E7,Civil,High,Coordination Conflict,2023-01-31,2023-02-06,2023-02-12,2023-02-13,,Answered,General Contractor,Owner Representative,1,0,Yes,26000,33000,No,0,0,Yes,3,3
RFI-02724,PRJ-074,RFI-0026,Structural Coordination Conflict - Area B11,Structural,High,Coordination Conflict,2023-03-01,2023-03-06,2023-03-26,2023-03-26,2023-03-26,Closed,Construction Manager,Engineer,0,1,No,0,0,Yes,3,3,No,0,2
RFI-02725,PRJ-074,RFI-0027,General Missing Information - Area E11,General,High,Missing Information,2022-03-25,2022-03-30,2022-03-30,2022-03-30,2022-04-01,Closed,Construction Manager,Construction Manager,0,0,No,0,0,No,0,0,No,5,5
RFI-02726,PRJ-074,RFI-0028,Architectural Coordination Conflict - Area A6,Architectural,High,Coordination Conflict,2023-02-06,2023-02-13,,,,Awaiting Owner,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,5
RFI-02727,PRJ-075,RFI-0001,Architectural Substitution Request - Area C12,Architectural,Medium,Substitution Request,2025-07-04,2025-07-15,2025-07-12,2025-07-12,2025-07-15,Closed,Construction Manager,Architect,0,0,No,0,0,No,0,0,No,0,4
RFI-02728,PRJ-075,RFI-0002,Mechanical Coordination Conflict - Area D10,Mechanical,High,Coordination Conflict,2025-09-19,2025-09-25,2025-09-30,2025-09-30,2025-10-02,Closed,General Contractor,Engineer,0,0,Yes,71000,93000,Yes,3,3,Yes,2,5
RFI-02729,PRJ-075,RFI-0003,General Missing Information - Area D4,General,Medium,Missing Information,2025-08-16,2025-08-28,2025-08-26,2025-08-30,2025-09-01,Closed,General Contractor,Owner Representative,1,0,No,0,0,No,0,0,No,0,4
RFI-02730,PRJ-075,RFI-0004,Electrical Missing Information - Area D9,Electrical,Medium,Missing Information,2024-03-29,2024-04-08,2024-04-12,2024-04-12,,Answered,General Contractor,Engineer,0,0,Yes,26000,22000,No,0,0,No,1,5
RFI-02731,PRJ-075,RFI-0005,Structural Design Clarification - Area A5,Structural,Low,Design Clarification,2025-11-29,2025-12-15,,,,Awaiting Designer,Subcontractor,Engineer,0,1,Yes,24000,25000,Yes,3,3,Yes,3,4
RFI-02732,PRJ-075,RFI-0006,General Field Condition - Area A3,General,High,Field Condition,2024-08-03,2024-08-09,,,,In Review,General Contractor,Construction Manager,0,0,No,0,0,No,0,0,No,4,5
RFI-02733,PRJ-075,RFI-0007,Specialty Systems Missing Information - Area A9,Specialty Systems,Medium,Missing Information,2025-11-20,2025-11-30,2025-11-29,2025-11-29,,Answered,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-02734,PRJ-075,RFI-0008,Plumbing Design Clarification - Area B10,Plumbing,Medium,Design Clarification,2024-06-26,2024-07-07,2024-07-06,2024-07-06,2024-07-06,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-02735,PRJ-075,RFI-0009,Civil Missing Information - Area D11,Civil,High,Missing Information,2023-12-30,2024-01-04,2024-01-11,2024-01-11,2024-01-12,Closed,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-02736,PRJ-075,RFI-0010,Plumbing Constructability - Area E2,Plumbing,Medium,Constructability,2025-10-22,2025-10-31,2025-11-04,2025-11-04,2025-11-06,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02737,PRJ-075,RFI-0011,Mechanical Design Clarification - Area E7,Mechanical,Medium,Design Clarification,2025-07-24,2025-08-04,2025-08-10,2025-08-12,2025-08-16,Closed,General Contractor,Engineer,1,0,Yes,5000,6400,Yes,1,1,No,2,3
RFI-02738,PRJ-075,RFI-0012,Controls Design Clarification - Area A12,Controls,High,Design Clarification,2024-04-14,2024-04-20,2024-05-14,2024-05-15,2024-05-17,Closed,Subcontractor,Engineer,1,0,Yes,8400,7900,Yes,2,2,Yes,0,2
RFI-02739,PRJ-075,RFI-0013,General Substitution Request - Area C5,General,High,Substitution Request,2025-12-30,2026-01-04,,,,Awaiting Owner,General Contractor,Construction Manager,0,0,Yes,7700,8400,Yes,3,3,Yes,1,4
RFI-02740,PRJ-075,RFI-0014,Mechanical Design Clarification - Area C12,Mechanical,Low,Design Clarification,2025-05-06,2025-05-22,2025-05-17,2025-05-17,2025-05-20,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-02741,PRJ-075,RFI-0015,Mechanical Constructability - Area B3,Mechanical,Medium,Constructability,2024-11-19,2024-12-01,2024-12-02,2024-12-02,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-02742,PRJ-075,RFI-0016,Fire Protection Design Clarification - Area C2,Fire Protection,Medium,Design Clarification,2024-07-21,2024-08-02,2024-08-28,2024-09-01,2024-09-01,Closed,Construction Manager,Engineer,1,0,Yes,23000,21000,No,0,0,No,0,3
RFI-02743,PRJ-075,RFI-0017,Architectural Design Clarification - Area E12,Architectural,Medium,Design Clarification,2023-11-18,2023-11-28,2023-11-29,2023-12-01,2023-12-03,Closed,General Contractor,Architect,1,0,No,0,0,No,0,0,No,6,3
RFI-02744,PRJ-075,RFI-0018,Specialty Systems Coordination Conflict - Area C7,Specialty Systems,Medium,Coordination Conflict,2025-07-31,2025-08-11,2025-08-23,2025-08-23,2025-08-24,Closed,Construction Manager,Design Manager,0,0,Yes,4400,5800,No,0,0,Yes,3,4
RFI-02745,PRJ-075,RFI-0019,Architectural Field Condition - Area A1,Architectural,Critical,Field Condition,2025-04-29,2025-05-04,2025-05-07,2025-05-07,,Answered,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,6,5
RFI-02746,PRJ-075,RFI-0020,Civil Field Condition - Area E4,Civil,Medium,Field Condition,2025-06-23,2025-07-04,2025-07-05,2025-07-05,2025-07-09,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02747,PRJ-075,RFI-0021,Plumbing Coordination Conflict - Area D1,Plumbing,Medium,Coordination Conflict,2025-11-18,2025-11-29,,,,In Review,Subcontractor,Engineer,0,1,Yes,33000,36000,Yes,8,5,Yes,4,3
RFI-02748,PRJ-075,RFI-0022,Controls Missing Information - Area B11,Controls,Medium,Missing Information,2024-04-29,2024-05-08,2024-05-28,2024-05-31,2024-06-03,Closed,Construction Manager,Owner Representative,1,0,Yes,29000,22000,Yes,2,1,No,4,3
RFI-02749,PRJ-075,RFI-0023,Structural Design Clarification - Area E9,Structural,Low,Design Clarification,2024-11-09,2024-11-22,2024-11-27,2024-11-27,2024-12-01,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-02750,PRJ-075,RFI-0024,Structural Field Condition - Area A3,Structural,Medium,Field Condition,2024-04-26,2024-05-08,2024-05-05,2024-05-09,,Answered,General Contractor,Engineer,1,0,No,0,0,Yes,5,5,No,1,5
RFI-02751,PRJ-075,RFI-0025,Electrical Design Clarification - Area D5,Electrical,Low,Design Clarification,2024-12-19,2025-01-04,,,,In Review,General Contractor,Engineer,1,0,Yes,4200,3800,No,0,0,No,0,4
RFI-02752,PRJ-075,RFI-0026,Electrical Field Condition - Area D2,Electrical,High,Field Condition,2025-12-21,2025-12-28,,,,In Review,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-02753,PRJ-075,RFI-0027,General Substitution Request - Area C8,General,Medium,Substitution Request,2024-06-13,2024-06-24,2024-06-28,2024-06-28,2024-06-28,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,5,5
RFI-02754,PRJ-075,RFI-0028,Controls Coordination Conflict - Area B11,Controls,Medium,Coordination Conflict,2024-04-10,2024-04-20,2024-05-04,2024-05-05,2024-05-09,Closed,General Contractor,Engineer,1,0,Yes,26000,30000,Yes,2,2,Yes,6,3
RFI-02755,PRJ-075,RFI-0029,Mechanical Field Condition - Area D11,Mechanical,Medium,Field Condition,2024-03-19,2024-03-28,2024-04-09,2024-04-11,2024-04-13,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,2,3
RFI-02756,PRJ-075,RFI-0030,General Constructability - Area A5,General,Medium,Constructability,2025-08-07,2025-08-17,2025-08-13,2025-08-13,2025-08-16,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,4,5
RFI-02757,PRJ-075,RFI-0031,Architectural Code Compliance - Area D12,Architectural,Medium,Code Compliance,2024-06-27,2024-07-08,2024-07-13,2024-07-13,,Answered,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,4
RFI-02758,PRJ-075,RFI-0032,Electrical Design Clarification - Area D3,Electrical,Medium,Design Clarification,2023-12-20,2023-12-31,2023-12-28,2023-12-28,2023-12-31,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
