Change_Order_ID,Project_ID,Change_Number,Change_Title,Change_Category,Initiating_Party,Discipline,Change_Type,Originating_Source,Identified_Date,Submitted_Date,Required_Decision_Date,First_Decision_Date,Approved_Date,Closed_Date,Change_Status,Submitted_Value,Negotiated_Value,Approved_Value,Requested_Schedule_Days,Approved_Schedule_Days,Revision_Count,Pricing_Status,Authorization_Type,Forecast_Incorporated_Date,Cost_Code_Group
CO-00918,PRJ-075,CO-005,Substitution - Mechanical Area D10,Substitution,Subcontractor,Mechanical,Additive,Owner Request,2025-05-10,2025-05-14,2025-06-03,2025-05-29,2025-06-14,2025-06-18,Approved,1183000,1010000,975000,3,1,0,Final,Executed Change Order,2025-06-21,Specialties
CO-00919,PRJ-075,CO-006,Design Error or Omission - Structural Area D10,Design Error or Omission,Construction Manager,Structural,Additive,Design Revision,2023-11-09,2023-11-15,2023-12-05,2023-12-10,2024-01-07,2024-01-16,Approved,2556000,1952000,1935000,8,8,1,Final,Owner Authorization,2024-01-10,Specialties
CO-00920,PRJ-075,CO-007,Code or Regulatory Requirement - Electrical Area D2,Code or Regulatory Requirement,Owner,Electrical,Additive,Field Condition,2025-11-24,2025-11-27,2025-12-17,2025-12-16,,,Pending,2590000,,,0,0,1,Negotiating,None,,Equipment
CO-00921,PRJ-075,CO-008,Substitution - Mechanical Area C4,Substitution,Owner,Mechanical,Additive,Owner Request,2025-01-04,2025-01-21,2025-02-10,2025-02-04,2025-02-14,2025-02-20,Approved,250000,202000,196000,0,0,1,Final,Executed Change Order,2025-02-27,Concrete
CO-00922,PRJ-075,CO-009,Quantity Variation - Specialty Systems Area D8,Quantity Variation,Architect,Specialty Systems,Additive,RFI,2025-06-29,2025-07-11,2025-07-31,2025-07-23,,2025-08-10,Withdrawn,627000,,0,0,0,0,ROM,None,,Interiors
CO-00923,PRJ-075,CO-010,Owner-Directed Change - Specialty Systems Area D8,Owner-Directed Change,Owner,Specialty Systems,Deductive,Owner Request,2024-11-27,2024-12-04,2024-12-24,2025-01-01,,,Pending,-290000,,,0,0,1,ROM,None,,Sitework
CO-00924,PRJ-075,CO-011,Design Error or Omission - Structural Area A2,Design Error or Omission,Engineer,Structural,Additive,RFI,2025-07-05,2025-07-10,2025-07-30,2025-08-15,,,Pending,520000,,,0,0,0,Negotiating,None,,Metals
CO-00925,PRJ-075,CO-012,Design Error or Omission - Controls Area A7,Design Error or Omission,Subcontractor,Controls,Additive,RFI,2024-10-02,2024-10-05,2024-10-25,2024-11-16,2024-12-18,2024-12-26,Approved,237000,213000,207000,0,0,1,Final,Executed Change Order,2024-12-26,Envelope
CO-00926,PRJ-075,CO-013,Owner-Directed Change - Specialty Systems Area B2,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2024-03-14,2024-03-21,2024-04-10,2024-04-27,2024-06-07,2024-06-08,Approved,637000,556000,554000,24,16,1,Final,Owner Authorization,2024-06-11,MEP
CO-00927,PRJ-075,CO-014,Owner-Directed Change - Mechanical Area C2,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2024-07-11,2024-07-30,2024-08-19,2024-09-19,,2024-11-12,Withdrawn,1218000,,0,0,0,2,Submitted,None,,Concrete
CO-00928,PRJ-075,CO-015,Schedule Acceleration - Civil Area B5,Schedule Acceleration,Construction Manager,Civil,Additive,RFI,2024-03-26,2024-04-01,2024-04-21,2024-05-08,,2024-06-12,Rejected,122000,77000,0,4,0,1,Final,None,,Metals
CO-00929,PRJ-075,CO-016,Scope Clarification - Mechanical Area B9,Scope Clarification,Subcontractor,Mechanical,Additive,Submittal Review,2025-04-08,2025-04-13,2025-05-03,2025-04-26,,2025-05-06,Rejected,883000,727000,0,0,0,0,Final,None,,Concrete
CO-00930,PRJ-075,CO-017,Value Engineering - Fire Protection Area B10,Value Engineering,Engineer,Fire Protection,Additive,RFI,2023-10-25,2023-11-02,2023-11-22,2023-11-15,2023-11-30,2023-12-09,Approved,1340000,1311000,1298000,0,0,0,Final,Executed Change Order,2023-12-10,Interiors
CO-00931,PRJ-075,CO-018,Value Engineering - Electrical Area B6,Value Engineering,General Contractor,Electrical,Additive,Submittal Review,2025-06-12,2025-06-15,2025-07-05,2025-07-08,,2025-08-24,Rejected,976000,530000,0,1,0,2,Final,None,,Envelope
CO-00932,PRJ-075,CO-019,Schedule Acceleration - Mechanical Area C5,Schedule Acceleration,Construction Manager,Mechanical,Additive,Field Condition,2023-12-02,2023-12-22,2024-01-11,2024-01-12,2024-02-07,2024-02-10,Approved,1936000,1736000,1751000,0,0,0,Final,Field Directive,2024-02-15,General Conditions
CO-00933,PRJ-075,CO-020,Quantity Variation - Plumbing Area B7,Quantity Variation,Construction Manager,Plumbing,Additive,Owner Request,2025-05-23,2025-05-31,2025-06-20,2025-06-11,2025-07-01,2025-07-10,Approved,111000,107000,107000,3,1,1,Final,Executed Change Order,2025-07-04,Concrete
CO-00934,PRJ-075,CO-021,Unforeseen Condition - Mechanical Area A5,Unforeseen Condition,Subcontractor,Mechanical,Additive,Field Condition,2024-10-04,2024-10-29,2024-11-18,2024-11-20,2024-12-20,2024-12-23,Approved,1375000,1320000,1275000,0,0,0,Final,Construction Change Directive,2024-12-25,MEP
CO-00935,PRJ-075,CO-022,Owner-Directed Change - Structural Area B8,Owner-Directed Change,Owner,Structural,Zero-Cost,Owner Request,2025-07-09,2025-07-19,2025-08-08,2025-08-07,2025-08-27,2025-09-04,Approved,0,0,0,0,0,1,Final,Owner Authorization,2025-09-02,MEP
CO-00936,PRJ-075,CO-023,Scope Clarification - Plumbing Area B10,Scope Clarification,Subcontractor,Plumbing,Additive,Design Revision,2023-11-17,2023-11-22,2023-12-12,2023-12-12,2024-01-04,2024-01-06,Approved,774000,743000,748000,0,0,1,Final,Field Directive,,Envelope
CO-00937,PRJ-075,CO-024,Design Error or Omission - Specialty Systems Area C9,Design Error or Omission,Architect,Specialty Systems,Additive,RFI,2025-02-02,2025-02-11,2025-03-03,2025-02-23,2025-03-04,2025-03-09,Approved,1115000,954000,937000,0,0,0,Final,Field Directive,2025-03-11,Sitework
CO-00938,PRJ-075,CO-025,Design Error or Omission - Architectural Area D1,Design Error or Omission,Construction Manager,Architectural,Additive,Design Revision,2024-07-21,2024-08-03,2024-08-23,2024-09-01,2024-09-15,2024-09-21,Approved,4353000,4083000,3966000,16,15,0,Final,Owner Authorization,,Metals
CO-00939,PRJ-075,CO-026,Design Error or Omission - Controls Area B9,Design Error or Omission,Architect,Controls,Additive,Design Revision,2024-03-25,2024-04-17,2024-05-07,2024-04-29,,2024-05-17,Withdrawn,1052000,,0,0,0,2,Submitted,None,,Concrete
CO-00940,PRJ-075,CO-027,Design Error or Omission - Controls Area A2,Design Error or Omission,Construction Manager,Controls,Deductive,Design Revision,2025-10-02,2025-10-13,2025-11-02,2025-11-11,,2025-12-03,Withdrawn,-951000,,0,0,0,1,Submitted,None,,MEP
CO-00941,PRJ-076,CO-001,Design Error or Omission - Civil Area C3,Design Error or Omission,Subcontractor,Civil,Deductive,Submittal Review,2022-09-17,2022-09-23,2022-10-13,2022-10-13,2022-10-30,2022-11-02,Approved,-153000,-126000,-126000,2,1,2,Final,Owner Authorization,2022-11-03,MEP
CO-00942,PRJ-076,CO-002,Design Error or Omission - Architectural Area C1,Design Error or Omission,Engineer,Architectural,Additive,Design Revision,2022-03-31,2022-04-04,2022-04-24,2022-04-13,2022-04-26,2022-05-01,Approved,2575000,2045000,2063000,0,0,0,Final,Construction Change Directive,2022-04-29,Concrete
CO-00943,PRJ-076,CO-003,Owner-Directed Change - Architectural Area B9,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2022-09-27,2022-10-04,2022-10-24,2022-10-10,,2022-10-22,Withdrawn,202000,,0,0,0,0,Pricing in Progress,None,,Interiors
CO-00944,PRJ-076,CO-004,Design Error or Omission - Specialty Systems Area B8,Design Error or Omission,Architect,Specialty Systems,Additive,RFI,2022-08-16,2022-08-20,2022-09-09,2022-09-08,,,Pending,2271000,1835000,,0,0,1,Submitted,None,,Sitework
CO-00945,PRJ-076,CO-005,Schedule Acceleration - General Area B7,Schedule Acceleration,Architect,General,Time Only,RFI,2022-04-08,2022-04-13,2022-05-03,2022-04-20,,,Pending,0,,,21,0,0,Pricing in Progress,None,,MEP
CO-00946,PRJ-076,CO-006,Scope Clarification - General Area D9,Scope Clarification,General Contractor,General,Additive,Schedule Recovery,2022-03-10,2022-03-15,2022-04-04,2022-03-20,2022-03-24,2022-03-29,Approved,160000,141000,142000,0,0,0,Final,Field Directive,2022-03-26,Equipment
CO-00947,PRJ-076,CO-007,Substitution - Controls Area C1,Substitution,Owner,Controls,Additive,Field Condition,2022-05-13,2022-05-23,2022-06-12,2022-05-30,,,Pending,2323000,,,27,0,0,Pricing in Progress,None,,Specialties
CO-00948,PRJ-076,CO-008,Code or Regulatory Requirement - Mechanical Area D2,Code or Regulatory Requirement,Architect,Mechanical,Additive,Owner Request,2022-01-18,2022-01-21,2022-02-10,2022-02-03,2022-02-18,2022-02-28,Approved,394000,355000,343000,5,3,0,Final,Executed Change Order,2022-02-25,Equipment
CO-00949,PRJ-076,CO-009,Owner-Directed Change - Architectural Area D9,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2022-10-17,2022-10-23,2022-11-12,2022-11-10,2022-11-21,2022-11-25,Approved,921000,932000,900000,34,18,0,Final,Executed Change Order,2022-11-28,MEP
CO-00950,PRJ-076,CO-010,Unforeseen Condition - Structural Area B6,Unforeseen Condition,General Contractor,Structural,Additive,Field Condition,2022-03-05,2022-03-10,2022-03-30,2022-03-26,2022-04-05,2022-04-07,Approved,301000,269000,260000,0,0,2,Final,Executed Change Order,2022-04-08,Metals
CO-00951,PRJ-076,CO-011,Owner-Directed Change - Specialty Systems Area A6,Owner-Directed Change,Construction Manager,Specialty Systems,Additive,Owner Request,2022-12-29,2023-01-04,2023-01-24,2023-01-18,,,Pending,514000,,,0,0,1,Negotiating,None,,Sitework
CO-00952,PRJ-077,CO-001,Owner-Directed Change - Specialty Systems Area B3,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2023-09-12,2023-09-19,2023-10-09,2023-10-10,2023-10-21,2023-10-31,Approved,613000,517000,515000,0,0,1,Final,Executed Change Order,2023-10-24,Envelope
CO-00953,PRJ-077,CO-002,Schedule Acceleration - Plumbing Area D4,Schedule Acceleration,Subcontractor,Plumbing,Deductive,RFI,2022-09-03,2022-09-15,2022-10-05,2022-09-25,2022-10-13,2022-10-21,Approved,-1147000,-1021000,-1029000,0,0,1,Final,Field Directive,2022-10-18,MEP
CO-00954,PRJ-077,CO-003,Design Error or Omission - Electrical Area B2,Design Error or Omission,Construction Manager,Electrical,Time Only,Submittal Review,2022-09-30,2022-10-03,2022-10-23,2022-10-16,2022-10-26,2022-11-03,Approved,0,0,0,5,4,1,Final,Owner Authorization,2022-10-29,General Conditions
CO-00955,PRJ-077,CO-004,Quantity Variation - General Area B3,Quantity Variation,Engineer,General,Zero-Cost,Field Condition,2022-06-10,2022-06-18,2022-07-08,2022-06-30,,2022-07-09,Withdrawn,0,,0,3,0,1,ROM,None,,MEP
CO-00956,PRJ-077,CO-005,Design Error or Omission - Structural Area A8,Design Error or Omission,Architect,Structural,Additive,Design Revision,2022-03-21,2022-03-31,2022-04-20,2022-04-24,2022-05-19,2022-05-28,Approved,785000,796000,779000,0,0,1,Final,Executed Change Order,2022-05-22,Sitework
CO-00957,PRJ-077,CO-006,Unforeseen Condition - Civil Area B2,Unforeseen Condition,General Contractor,Civil,Additive,Field Condition,2023-07-05,2023-07-17,2023-08-06,2023-07-21,2023-07-25,2023-07-31,Approved,5213000,5343000,5138000,0,0,0,Final,Owner Authorization,2023-08-07,MEP
CO-00958,PRJ-077,CO-007,Schedule Acceleration - Architectural Area D7,Schedule Acceleration,Architect,Architectural,Additive,RFI,2022-02-25,2022-03-10,2022-03-30,2022-04-18,,,Pending,309000,,,0,0,2,Pricing in Progress,None,,Envelope
CO-00959,PRJ-077,CO-008,Owner-Directed Change - Structural Area D7,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2022-08-04,2022-08-09,2022-08-29,2022-09-12,2022-09-27,2022-10-01,Approved,1120000,1037000,999000,24,14,1,Final,Owner Authorization,2022-09-28,Envelope
CO-00960,PRJ-077,CO-009,Schedule Acceleration - Specialty Systems Area B7,Schedule Acceleration,Engineer,Specialty Systems,Additive,RFI,2022-11-25,2022-12-03,2022-12-23,2023-01-01,,2023-02-18,Rejected,1414000,928000,0,0,0,1,Final,None,,General Conditions
CO-00961,PRJ-078,CO-001,Unforeseen Condition - Specialty Systems Area C1,Unforeseen Condition,Construction Manager,Specialty Systems,Time Only,RFI,2023-11-06,2023-11-14,2023-12-04,2023-11-27,,2023-12-07,Withdrawn,0,,0,4,0,1,Pricing in Progress,None,,General Conditions
CO-00962,PRJ-078,CO-002,Scope Clarification - Mechanical Area D4,Scope Clarification,General Contractor,Mechanical,Time Only,Field Condition,2024-02-06,2024-02-08,2024-02-28,2024-02-10,,2024-02-13,Rejected,0,0,0,5,0,0,Final,None,,Envelope
CO-00963,PRJ-078,CO-003,Scope Clarification - Electrical Area D10,Scope Clarification,General Contractor,Electrical,Additive,RFI,2022-08-01,2022-08-03,2022-08-23,2022-08-07,2022-08-09,2022-08-16,Approved,122000,93000,90000,0,0,0,Final,Owner Authorization,2022-08-20,Interiors
CO-00964,PRJ-078,CO-004,Quantity Variation - Electrical Area C1,Quantity Variation,Construction Manager,Electrical,Additive,Owner Request,2024-01-14,2024-01-18,2024-02-07,2024-01-24,,,Pending,48000,52000,,0,0,0,ROM,None,,Specialties
CO-00965,PRJ-078,CO-005,Quantity Variation - Structural Area D6,Quantity Variation,General Contractor,Structural,Zero-Cost,Submittal Review,2022-08-29,2022-09-05,2022-09-25,2022-09-08,2022-09-15,2022-09-16,Approved,0,0,0,0,0,0,Final,Owner Authorization,2022-09-18,MEP
CO-00966,PRJ-078,CO-006,Scope Clarification - Structural Area A4,Scope Clarification,Engineer,Structural,Additive,Field Condition,2023-09-05,2023-09-12,2023-10-02,2023-09-14,,,Pending,530000,532000,,0,0,0,Negotiating,None,,Concrete
CO-00967,PRJ-078,CO-007,Schedule Acceleration - Structural Area B4,Schedule Acceleration,Engineer,Structural,Additive,RFI,2023-03-19,2023-03-21,2023-04-10,2023-03-26,2023-03-30,2023-04-03,Approved,532000,419000,412000,0,0,0,Final,Owner Authorization,2023-04-04,Interiors
CO-00968,PRJ-078,CO-008,Design Error or Omission - Mechanical Area D10,Design Error or Omission,Architect,Mechanical,Additive,Submittal Review,2023-08-07,2023-08-10,2023-08-30,2023-08-13,,2023-08-18,Rejected,162000,109000,0,7,0,0,Final,None,,MEP
CO-00969,PRJ-078,CO-009,Scope Clarification - Mechanical Area C1,Scope Clarification,Architect,Mechanical,Additive,Owner Request,2022-12-27,2022-12-29,2023-01-18,2023-01-02,2023-01-08,2023-01-11,Approved,64000,56000,57000,0,0,0,Final,Owner Authorization,2023-01-12,Concrete
CO-00970,PRJ-078,CO-010,Quantity Variation - Civil Area A7,Quantity Variation,Subcontractor,Civil,Zero-Cost,RFI,2022-04-25,2022-04-29,2022-05-19,2022-05-07,,,Pending,0,,,0,0,1,Submitted,None,,General Conditions
CO-00971,PRJ-078,CO-011,Substitution - Architectural Area D9,Substitution,Architect,Architectural,Deductive,Submittal Review,2023-10-03,2023-10-08,2023-10-28,2023-10-11,,,Pending,-90000,,,0,0,0,Negotiating,None,,MEP
CO-00972,PRJ-079,CO-001,Owner-Directed Change - Architectural Area A3,Owner-Directed Change,Engineer,Architectural,Additive,Owner Request,2023-02-28,2023-03-08,2023-03-28,2023-03-12,2023-03-17,2023-03-25,Approved,369000,287000,287000,0,0,0,Final,Owner Authorization,2023-03-21,Interiors
CO-00973,PRJ-079,CO-002,Scope Clarification - Electrical Area B10,Scope Clarification,Engineer,Electrical,Additive,Owner Request,2023-05-09,2023-05-13,2023-06-02,2023-05-17,,2023-05-23,Withdrawn,185000,,0,0,0,0,Pricing in Progress,None,,Interiors
CO-00974,PRJ-079,CO-003,Design Error or Omission - Structural Area A7,Design Error or Omission,Architect,Structural,Additive,Design Revision,2022-08-13,2022-08-15,2022-09-04,2022-09-04,2022-09-22,2022-09-26,Approved,135000,120000,121000,0,0,0,Final,Field Directive,2022-09-27,General Conditions
CO-00975,PRJ-079,CO-004,Design Error or Omission - Plumbing Area D9,Design Error or Omission,Engineer,Plumbing,Deductive,Design Revision,2023-03-26,2023-04-06,2023-04-26,2023-04-12,2023-04-17,2023-04-22,Approved,-857000,-812000,-783000,6,3,0,Final,Executed Change Order,2023-04-24,MEP
CO-00976,PRJ-079,CO-005,Owner-Directed Change - Mechanical Area D7,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2022-04-19,2022-04-21,2022-05-11,2022-04-26,2022-05-02,2022-05-05,Approved,1355000,1330000,1296000,14,11,0,Final,Executed Change Order,2022-05-05,Metals
CO-00977,PRJ-079,CO-006,Unforeseen Condition - Controls Area A8,Unforeseen Condition,Subcontractor,Controls,Deductive,Field Condition,2024-02-11,2024-02-13,2024-03-04,2024-02-24,2024-03-01,2024-03-11,Approved,-230000,-188000,-183000,5,4,0,Final,Executed Change Order,2024-03-14,Envelope
CO-00978,PRJ-079,CO-007,Unforeseen Condition - Electrical Area D10,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2022-09-04,2022-09-06,2022-09-26,2022-09-14,2022-09-28,2022-10-05,Approved,2218000,2096000,2043000,0,0,1,Final,Executed Change Order,2022-10-22,Concrete
CO-00979,PRJ-079,CO-008,Design Error or Omission - Civil Area A6,Design Error or Omission,Architect,Civil,Additive,Design Revision,2023-03-02,2023-03-04,2023-03-24,2023-03-10,2023-03-15,2023-03-17,Approved,403000,336000,339000,0,0,0,Final,Field Directive,2023-03-21,Metals
CO-00980,PRJ-079,CO-009,Owner-Directed Change - Structural Area B3,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2022-01-20,2022-01-22,2022-02-11,2022-02-05,2022-02-15,2022-02-25,Approved,504000,441000,437000,34,32,1,Final,Owner Authorization,2022-02-22,MEP
CO-00981,PRJ-079,CO-010,Substitution - General Area C9,Substitution,Architect,General,Additive,Design Revision,2023-01-24,2023-01-26,2023-02-15,2023-01-31,2023-02-07,2023-02-11,Approved,52000,52000,52000,0,0,0,Final,Executed Change Order,2023-02-13,Envelope
CO-00982,PRJ-079,CO-011,Value Engineering - Civil Area B1,Value Engineering,Authority Having Jurisdiction,Civil,Additive,Submittal Review,2023-11-05,2023-11-07,2023-11-27,2023-11-23,,,Pending,193000,,,5,0,1,ROM,None,,MEP
CO-00983,PRJ-079,CO-012,Code or Regulatory Requirement - Mechanical Area D4,Code or Regulatory Requirement,Subcontractor,Mechanical,Additive,RFI,2023-04-05,2023-04-12,2023-05-02,2023-04-20,,,Pending,384000,305000,,0,0,0,Submitted,None,,General Conditions
CO-00984,PRJ-079,CO-013,Scope Clarification - Mechanical Area D1,Scope Clarification,Architect,Mechanical,Additive,RFI,2022-09-12,2022-09-19,2022-10-09,2022-10-03,2022-10-22,2022-10-25,Approved,370000,303000,299000,0,0,1,Final,Owner Authorization,,Sitework
CO-00985,PRJ-079,CO-014,Unforeseen Condition - Electrical Area D8,Unforeseen Condition,Engineer,Electrical,Additive,RFI,2024-01-28,2024-02-04,2024-02-24,2024-02-13,,2024-02-19,Rejected,163000,127000,0,0,0,0,Final,None,,Interiors
CO-00986,PRJ-080,CO-001,Unforeseen Condition - Specialty Systems Area B5,Unforeseen Condition,General Contractor,Specialty Systems,Deductive,RFI,2022-10-22,2022-10-30,2022-11-19,2022-11-17,2022-11-27,2022-11-28,Approved,-182000,-140000,-142000,0,0,0,Final,Owner Authorization,2022-12-04,MEP
CO-00987,PRJ-080,CO-002,Unforeseen Condition - Specialty Systems Area D4,Unforeseen Condition,General Contractor,Specialty Systems,Additive,Field Condition,2022-04-23,2022-04-26,2022-05-16,2022-04-28,,,Pending,3209000,2848000,,0,0,0,Pricing in Progress,None,,Concrete
CO-00988,PRJ-080,CO-003,Design Error or Omission - Specialty Systems Area A3,Design Error or Omission,Construction Manager,Specialty Systems,Additive,Design Revision,2022-11-09,2022-11-30,2022-12-20,2022-12-14,,2022-12-21,Withdrawn,609000,,0,0,0,1,Pricing in Progress,None,,Concrete
CO-00989,PRJ-080,CO-004,Unforeseen Condition - Controls Area A4,Unforeseen Condition,Owner,Controls,Additive,RFI,2022-09-26,2022-10-04,2022-10-24,2022-10-28,2022-11-28,2022-12-02,Approved,1392000,1188000,1207000,3,2,0,Final,Executed Change Order,2022-12-03,MEP
CO-00990,PRJ-080,CO-005,Schedule Acceleration - General Area A4,Schedule Acceleration,Engineer,General,Additive,Schedule Recovery,2022-07-29,2022-08-03,2022-08-23,2022-09-06,,2022-09-30,Rejected,843000,597000,0,10,0,1,Final,None,,Interiors
CO-00991,PRJ-080,CO-006,Unforeseen Condition - Mechanical Area A7,Unforeseen Condition,Engineer,Mechanical,Time Only,RFI,2022-10-21,2022-10-31,2022-11-20,2022-11-08,2022-11-18,2022-11-28,Approved,0,0,0,7,4,1,Final,Executed Change Order,2022-11-26,General Conditions
CO-00992,PRJ-080,CO-007,Scope Clarification - Plumbing Area B8,Scope Clarification,Subcontractor,Plumbing,Deductive,Owner Request,2022-09-26,2022-10-01,2022-10-21,2022-10-26,,,Pending,-596000,,,0,0,1,Negotiating,None,,Envelope
CO-00993,PRJ-080,CO-008,Unforeseen Condition - Civil Area A6,Unforeseen Condition,Construction Manager,Civil,Additive,Field Condition,2022-09-23,2022-09-27,2022-10-17,2022-10-20,2022-11-01,2022-11-05,Approved,57000,55000,53000,12,10,1,Final,Owner Authorization,2022-11-02,Interiors
CO-00994,PRJ-080,CO-009,Unforeseen Condition - Mechanical Area B4,Unforeseen Condition,Subcontractor,Mechanical,Deductive,Field Condition,2022-02-26,2022-02-28,2022-03-20,2022-03-10,2022-03-15,2022-03-18,Approved,-248000,-200000,-196000,65,63,0,Final,Owner Authorization,2022-04-11,Equipment
CO-00995,PRJ-080,CO-010,Substitution - Architectural Area C7,Substitution,Owner,Architectural,Additive,RFI,2022-02-13,2022-02-20,2022-03-12,2022-02-23,2022-02-26,2022-02-27,Approved,1686000,1663000,1654000,3,1,0,Final,Executed Change Order,,MEP
CO-00996,PRJ-080,CO-011,Owner-Directed Change - Electrical Area B4,Owner-Directed Change,Owner,Electrical,Additive,Owner Request,2022-01-09,2022-01-13,2022-02-02,2022-02-06,2022-02-22,2022-02-28,Approved,875000,730000,708000,5,4,1,Final,Owner Authorization,2022-02-24,Concrete
CO-00997,PRJ-080,CO-012,Quantity Variation - Electrical Area B5,Quantity Variation,General Contractor,Electrical,Additive,Owner Request,2022-04-02,2022-04-07,2022-04-27,2022-04-29,2022-05-13,2022-05-20,Approved,1701000,1642000,1670000,0,0,1,Final,Owner Authorization,2022-06-17,Metals
CO-00998,PRJ-080,CO-013,Substitution - Architectural Area B6,Substitution,Architect,Architectural,Additive,Schedule Recovery,2022-06-15,2022-06-24,2022-07-14,2022-07-11,2022-07-21,2022-07-28,Approved,669000,548000,533000,0,0,1,Final,Owner Authorization,2022-07-22,MEP
CO-00999,PRJ-081,CO-001,Code or Regulatory Requirement - Electrical Area C10,Code or Regulatory Requirement,General Contractor,Electrical,Zero-Cost,Design Revision,2024-06-21,2024-06-29,2024-07-19,2024-07-14,2024-07-21,2024-07-30,Approved,0,0,0,0,0,0,Final,Owner Authorization,2024-07-28,Interiors
CO-01000,PRJ-081,CO-002,Substitution - Structural Area D4,Substitution,Architect,Structural,Time Only,Owner Request,2024-04-10,2024-04-13,2024-05-03,2024-04-19,2024-04-26,2024-05-05,Approved,0,0,0,1,0,0,Final,Executed Change Order,2024-04-28,Interiors
CO-01001,PRJ-081,CO-003,Unforeseen Condition - Architectural Area D8,Unforeseen Condition,Construction Manager,Architectural,Additive,Field Condition,2024-10-21,2024-10-25,2024-11-14,2024-11-03,,,Pending,2393000,1883000,,0,0,0,Negotiating,None,,MEP
CO-01002,PRJ-081,CO-004,Owner-Directed Change - Mechanical Area C1,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2024-09-17,2024-09-23,2024-10-13,2024-10-01,,,Pending,109000,,,5,0,0,Submitted,None,,General Conditions
CO-01003,PRJ-081,CO-005,Value Engineering - Structural Area B1,Value Engineering,Engineer,Structural,Additive,RFI,2025-02-08,2025-02-14,2025-03-06,2025-02-22,2025-03-03,2025-03-05,Approved,277000,214000,215000,0,0,0,Final,Owner Authorization,2025-03-07,Interiors
CO-01004,PRJ-081,CO-006,Unforeseen Condition - General Area C6,Unforeseen Condition,Construction Manager,General,Additive,Field Condition,2024-01-23,2024-01-28,2024-02-17,2024-02-17,2024-03-10,2024-03-18,Approved,764000,782000,761000,0,0,0,Final,Construction Change Directive,,Metals
CO-01005,PRJ-081,CO-007,Owner-Directed Change - Specialty Systems Area B2,Owner-Directed Change,General Contractor,Specialty Systems,Additive,Owner Request,2025-02-07,2025-02-11,2025-03-03,2025-03-04,,2025-03-25,Rejected,326000,218000,0,0,0,0,Final,None,,MEP
CO-01006,PRJ-081,CO-008,Unforeseen Condition - Plumbing Area D5,Unforeseen Condition,General Contractor,Plumbing,Additive,RFI,2023-11-09,2023-11-12,2023-12-02,2023-11-29,2023-12-10,2023-12-17,Approved,1132000,912000,911000,3,1,0,Final,Executed Change Order,2023-12-14,Envelope
CO-01007,PRJ-081,CO-009,Unforeseen Condition - Fire Protection Area D4,Unforeseen Condition,General Contractor,Fire Protection,Additive,Field Condition,2024-12-16,2024-12-20,2025-01-09,2025-01-04,,,Pending,872000,693000,,0,0,0,Negotiating,None,,Interiors
CO-01008,PRJ-081,CO-010,Substitution - Mechanical Area D6,Substitution,Construction Manager,Mechanical,Additive,Design Revision,2025-04-28,2025-05-01,2025-05-21,2025-05-31,2025-07-21,2025-07-28,Approved,141000,133000,133000,0,0,1,Final,Executed Change Order,2025-08-02,Envelope
CO-01009,PRJ-081,CO-011,Unforeseen Condition - Controls Area B4,Unforeseen Condition,Subcontractor,Controls,Deductive,Field Condition,2024-10-04,2024-10-15,2024-11-04,2024-11-01,2024-11-22,2024-11-29,Approved,-955000,-773000,-768000,1,0,1,Final,Owner Authorization,2024-12-19,Metals
CO-01010,PRJ-081,CO-012,Unforeseen Condition - Plumbing Area D4,Unforeseen Condition,Subcontractor,Plumbing,Additive,Field Condition,2024-01-29,2024-02-04,2024-02-24,2024-03-02,,2024-04-21,Rejected,280000,154000,0,0,0,0,Final,None,,Specialties
CO-01011,PRJ-081,CO-013,Unforeseen Condition - Mechanical Area B9,Unforeseen Condition,General Contractor,Mechanical,Additive,Field Condition,2023-11-24,2023-11-30,2023-12-20,2023-12-09,2023-12-19,2023-12-24,Approved,228000,201000,200000,0,0,0,Final,Executed Change Order,2024-01-06,Envelope
CO-01012,PRJ-081,CO-014,Quantity Variation - Mechanical Area D1,Quantity Variation,Owner,Mechanical,Additive,Field Condition,2025-09-24,2025-10-03,2025-10-23,2025-10-14,,2025-10-26,Rejected,450000,346000,0,0,0,0,Final,None,,Sitework
CO-01013,PRJ-081,CO-015,Quantity Variation - Controls Area A6,Quantity Variation,Architect,Controls,Additive,RFI,2025-01-14,2025-01-17,2025-02-06,2025-02-02,2025-02-10,2025-02-20,Approved,145000,148000,150000,56,32,1,Final,Executed Change Order,2025-02-14,Sitework
CO-01014,PRJ-081,CO-016,Unforeseen Condition - Electrical Area C10,Unforeseen Condition,Subcontractor,Electrical,Additive,Field Condition,2025-07-23,2025-08-02,2025-08-22,2025-08-12,2025-08-26,2025-09-01,Approved,155000,130000,132000,9,5,1,Final,Owner Authorization,2025-08-31,General Conditions
