Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-008906,PRJ-033,Change Order,CO-00429,2,2023-01-30T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008907,PRJ-033,Change Order,CO-00429,3,2023-02-21T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008908,PRJ-033,Change Order,CO-00429,4,2023-03-12T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008909,PRJ-034,Change Order,CO-00430,1,2025-08-29T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008910,PRJ-034,Change Order,CO-00430,2,2025-09-06T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008911,PRJ-034,Change Order,CO-00430,3,2025-09-20T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008912,PRJ-034,Change Order,CO-00431,1,2025-08-14T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008913,PRJ-034,Change Order,CO-00431,2,2025-08-21T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008914,PRJ-034,Change Order,CO-00431,3,2025-09-13T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008915,PRJ-034,Change Order,CO-00432,1,2024-12-15T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008916,PRJ-034,Change Order,CO-00432,2,2025-01-01T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008917,PRJ-034,Change Order,CO-00432,3,2025-01-18T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008918,PRJ-034,Change Order,CO-00432,4,2025-02-02T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008919,PRJ-034,Change Order,CO-00433,1,2025-01-16T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008920,PRJ-034,Change Order,CO-00433,2,2025-01-25T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008921,PRJ-034,Change Order,CO-00433,3,2025-03-13T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008922,PRJ-034,Change Order,CO-00434,1,2025-09-07T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008923,PRJ-034,Change Order,CO-00434,2,2025-09-09T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008924,PRJ-034,Change Order,CO-00434,3,2025-09-20T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008925,PRJ-034,Change Order,CO-00434,4,2025-10-05T15:00,Returned for Revision,Rejected,Owner Representative,Project Manager,Rejected,1,No,Final disposition
EVT-008926,PRJ-034,Change Order,CO-00435,1,2024-11-29T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008927,PRJ-034,Change Order,CO-00435,2,2024-12-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008928,PRJ-034,Change Order,CO-00435,3,2025-01-15T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008929,PRJ-034,Change Order,CO-00436,1,2024-12-07T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008930,PRJ-034,Change Order,CO-00436,2,2024-12-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008931,PRJ-034,Change Order,CO-00436,3,2025-01-07T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008932,PRJ-034,Change Order,CO-00437,1,2024-10-08T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008933,PRJ-034,Change Order,CO-00437,2,2024-10-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008934,PRJ-034,Change Order,CO-00437,3,2024-10-20T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008935,PRJ-034,Change Order,CO-00437,4,2024-10-29T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008936,PRJ-034,Change Order,CO-00438,1,2024-10-22T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008937,PRJ-034,Change Order,CO-00438,2,2024-10-25T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008938,PRJ-034,Change Order,CO-00438,3,2024-12-03T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008939,PRJ-034,Change Order,CO-00439,1,2024-06-07T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008940,PRJ-034,Change Order,CO-00439,2,2024-06-12T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008941,PRJ-034,Change Order,CO-00439,3,2024-07-03T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008942,PRJ-034,Change Order,CO-00439,4,2024-07-21T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008943,PRJ-034,Change Order,CO-00440,1,2025-02-11T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008944,PRJ-034,Change Order,CO-00440,2,2025-02-15T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008945,PRJ-034,Change Order,CO-00440,3,2025-03-09T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008946,PRJ-034,Change Order,CO-00440,4,2025-03-28T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,2,No,Final disposition
EVT-008947,PRJ-034,Change Order,CO-00441,1,2024-04-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008948,PRJ-034,Change Order,CO-00441,2,2024-04-29T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008949,PRJ-034,Change Order,CO-00441,3,2024-05-11T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008950,PRJ-034,Change Order,CO-00441,4,2024-05-21T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008951,PRJ-035,Change Order,CO-00442,1,2024-07-21T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008952,PRJ-035,Change Order,CO-00442,2,2024-07-24T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008953,PRJ-035,Change Order,CO-00442,3,2024-08-12T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008954,PRJ-035,Change Order,CO-00442,4,2024-08-07T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-008955,PRJ-035,Change Order,CO-00443,1,2024-03-05T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008956,PRJ-035,Change Order,CO-00443,2,2024-03-09T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008957,PRJ-035,Change Order,CO-00443,3,2024-03-28T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008958,PRJ-035,Change Order,CO-00443,4,2024-04-13T15:00,Returned for Revision,Rejected,Owner Representative,Project Manager,Rejected,1,No,Final disposition
EVT-008959,PRJ-035,Change Order,CO-00444,1,2024-10-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008960,PRJ-035,Change Order,CO-00444,2,2024-10-08T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008961,PRJ-035,Change Order,CO-00444,3,2024-12-02T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008962,PRJ-035,Change Order,CO-00445,1,2022-06-04T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008963,PRJ-035,Change Order,CO-00445,2,2022-06-07T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008964,PRJ-035,Change Order,CO-00445,3,2022-07-01T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-008965,PRJ-035,Change Order,CO-00446,1,2024-09-02T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008966,PRJ-035,Change Order,CO-00446,2,2024-09-12T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008967,PRJ-035,Change Order,CO-00446,3,2024-11-01T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008968,PRJ-035,Change Order,CO-00446,4,2024-12-13T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008969,PRJ-035,Change Order,CO-00447,1,2023-05-07T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008970,PRJ-035,Change Order,CO-00447,2,2023-05-18T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008971,PRJ-035,Change Order,CO-00447,3,2023-06-13T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008972,PRJ-035,Change Order,CO-00447,4,2023-07-05T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008973,PRJ-035,Change Order,CO-00448,1,2024-08-27T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008974,PRJ-035,Change Order,CO-00448,2,2024-08-29T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008975,PRJ-035,Change Order,CO-00448,3,2024-09-25T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-008976,PRJ-035,Change Order,CO-00449,1,2024-07-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008977,PRJ-035,Change Order,CO-00449,2,2024-08-07T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008978,PRJ-035,Change Order,CO-00449,3,2024-08-28T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008979,PRJ-035,Change Order,CO-00449,4,2024-09-15T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008980,PRJ-035,Change Order,CO-00450,1,2024-08-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008981,PRJ-035,Change Order,CO-00450,2,2024-08-10T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008982,PRJ-035,Change Order,CO-00450,3,2024-08-25T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008983,PRJ-035,Change Order,CO-00450,4,2024-09-08T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008984,PRJ-035,Change Order,CO-00451,1,2024-12-13T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008985,PRJ-035,Change Order,CO-00451,2,2024-12-24T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008986,PRJ-035,Change Order,CO-00451,3,2025-01-17T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008987,PRJ-035,Change Order,CO-00451,4,2025-02-07T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008988,PRJ-035,Change Order,CO-00452,1,2023-06-11T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008989,PRJ-035,Change Order,CO-00452,2,2023-07-03T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008990,PRJ-035,Change Order,CO-00452,3,2023-07-22T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008991,PRJ-035,Change Order,CO-00452,4,2023-07-23T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-008992,PRJ-036,Change Order,CO-00453,1,2024-01-28T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008993,PRJ-036,Change Order,CO-00453,2,2024-02-04T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008994,PRJ-036,Change Order,CO-00453,3,2024-02-25T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-008995,PRJ-036,Change Order,CO-00453,4,2024-03-14T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-008996,PRJ-036,Change Order,CO-00454,1,2024-10-23T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-008997,PRJ-036,Change Order,CO-00454,2,2024-10-28T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-008998,PRJ-036,Change Order,CO-00454,3,2024-11-23T15:00,Submitted,Rejected,Owner Representative,Project Manager,Rejected,0,No,Final disposition
EVT-008999,PRJ-036,Change Order,CO-00455,1,2025-10-23T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009000,PRJ-036,Change Order,CO-00455,2,2025-10-31T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009001,PRJ-036,Change Order,CO-00455,3,2025-11-22T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009002,PRJ-036,Change Order,CO-00456,1,2024-07-24T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009003,PRJ-036,Change Order,CO-00456,2,2024-08-05T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009004,PRJ-036,Change Order,CO-00456,3,2024-08-17T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009005,PRJ-036,Change Order,CO-00456,4,2024-08-28T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009006,PRJ-036,Change Order,CO-00457,1,2024-10-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009007,PRJ-036,Change Order,CO-00457,2,2024-10-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009008,PRJ-036,Change Order,CO-00457,3,2024-10-30T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009009,PRJ-036,Change Order,CO-00458,1,2025-11-23T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009010,PRJ-036,Change Order,CO-00458,2,2025-11-28T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009011,PRJ-036,Change Order,CO-00458,3,2025-12-12T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009012,PRJ-036,Change Order,CO-00458,4,2025-12-24T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009013,PRJ-036,Change Order,CO-00459,1,2025-03-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009014,PRJ-036,Change Order,CO-00459,2,2025-03-05T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009015,PRJ-036,Change Order,CO-00459,3,2025-03-31T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-009016,PRJ-036,Change Order,CO-00460,1,2024-09-24T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009017,PRJ-036,Change Order,CO-00460,2,2024-09-29T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009018,PRJ-036,Change Order,CO-00460,3,2024-10-14T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009019,PRJ-036,Change Order,CO-00461,1,2024-07-12T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009020,PRJ-036,Change Order,CO-00461,2,2024-07-19T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009021,PRJ-036,Change Order,CO-00461,3,2024-08-23T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009022,PRJ-036,Change Order,CO-00462,1,2025-10-04T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009023,PRJ-036,Change Order,CO-00462,2,2025-10-07T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009024,PRJ-036,Change Order,CO-00462,3,2025-10-21T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009025,PRJ-036,Change Order,CO-00462,4,2025-10-29T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009026,PRJ-036,Change Order,CO-00463,1,2025-07-06T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009027,PRJ-036,Change Order,CO-00463,2,2025-07-09T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009028,PRJ-036,Change Order,CO-00463,3,2025-08-02T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009029,PRJ-037,Change Order,CO-00464,1,2024-04-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009030,PRJ-037,Change Order,CO-00464,2,2024-04-10T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009031,PRJ-037,Change Order,CO-00464,3,2024-05-16T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009032,PRJ-037,Change Order,CO-00465,1,2025-04-23T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009033,PRJ-037,Change Order,CO-00465,2,2025-04-26T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009034,PRJ-037,Change Order,CO-00465,3,2025-05-13T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009035,PRJ-037,Change Order,CO-00465,4,2025-05-28T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009036,PRJ-037,Change Order,CO-00466,1,2025-01-05T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009037,PRJ-037,Change Order,CO-00466,2,2025-01-10T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009038,PRJ-037,Change Order,CO-00466,3,2025-02-12T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009039,PRJ-037,Change Order,CO-00467,1,2024-11-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009040,PRJ-037,Change Order,CO-00467,2,2024-12-02T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009041,PRJ-037,Change Order,CO-00467,3,2024-12-31T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009042,PRJ-037,Change Order,CO-00468,1,2024-01-14T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009043,PRJ-037,Change Order,CO-00468,2,2024-01-15T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009044,PRJ-037,Change Order,CO-00468,3,2024-02-23T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009045,PRJ-037,Change Order,CO-00469,1,2024-09-09T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009046,PRJ-037,Change Order,CO-00469,2,2024-09-15T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009047,PRJ-037,Change Order,CO-00469,3,2024-10-02T15:00,Submitted,Withdrawn,Owner Representative,Project Manager,Withdrawn,0,No,Final disposition
EVT-009048,PRJ-037,Change Order,CO-00470,1,2024-08-12T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009049,PRJ-037,Change Order,CO-00470,2,2024-08-22T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009050,PRJ-037,Change Order,CO-00470,3,2024-09-11T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009051,PRJ-037,Change Order,CO-00470,4,2024-09-29T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,2,No,Final disposition
EVT-009052,PRJ-037,Change Order,CO-00471,1,2024-12-08T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009053,PRJ-037,Change Order,CO-00471,2,2024-12-22T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009054,PRJ-037,Change Order,CO-00471,3,2025-01-09T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009055,PRJ-037,Change Order,CO-00471,4,2025-01-01T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009056,PRJ-037,Change Order,CO-00472,1,2023-10-19T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009057,PRJ-037,Change Order,CO-00472,2,2023-10-23T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009058,PRJ-037,Change Order,CO-00472,3,2023-11-17T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-009059,PRJ-037,Change Order,CO-00473,1,2024-09-18T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009060,PRJ-037,Change Order,CO-00473,2,2024-09-23T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009061,PRJ-037,Change Order,CO-00473,3,2024-10-03T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009062,PRJ-037,Change Order,CO-00473,4,2024-10-19T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009063,PRJ-037,Change Order,CO-00474,1,2024-01-30T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009064,PRJ-037,Change Order,CO-00474,2,2024-02-03T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009065,PRJ-037,Change Order,CO-00474,3,2024-03-06T15:00,Submitted,Rejected,Owner Representative,Project Manager,Rejected,0,No,Final disposition
EVT-009066,PRJ-037,Change Order,CO-00475,1,2024-12-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009067,PRJ-037,Change Order,CO-00475,2,2025-01-03T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009068,PRJ-037,Change Order,CO-00475,3,2025-01-13T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009069,PRJ-037,Change Order,CO-00475,4,2025-02-01T15:00,Returned for Revision,Withdrawn,Owner Representative,Project Manager,Withdrawn,1,No,Final disposition
EVT-009070,PRJ-037,Change Order,CO-00476,1,2025-09-27T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009071,PRJ-037,Change Order,CO-00476,2,2025-09-29T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009072,PRJ-037,Change Order,CO-00476,3,2025-10-16T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009073,PRJ-037,Change Order,CO-00476,4,2025-10-31T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009074,PRJ-038,Change Order,CO-00477,1,2024-05-09T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009075,PRJ-038,Change Order,CO-00477,2,2024-05-12T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009076,PRJ-038,Change Order,CO-00477,3,2024-05-25T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-009077,PRJ-038,Change Order,CO-00478,1,2025-07-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009078,PRJ-038,Change Order,CO-00478,2,2025-07-05T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009079,PRJ-038,Change Order,CO-00478,3,2025-08-04T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009080,PRJ-038,Change Order,CO-00479,1,2024-05-15T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009081,PRJ-038,Change Order,CO-00479,2,2024-05-23T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009082,PRJ-038,Change Order,CO-00479,3,2024-06-06T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009083,PRJ-038,Change Order,CO-00480,1,2025-01-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
